index,veracity,title
284,false,Quotes Joe Biden as saying Òpeople who have never died before are now dying from coronavirus.Ó
286,false,A video from a British broadcaster shows Italian coronavirus victims got taken down.
287,false,Fill out a 2020 U.S. Census form to receive an economic stimulus payment.
288,false,Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.
289,false,Bill Gates and the Vatican have a plan to depopulate the world with a coronavirus vaccine.
290,false,US Homeland Security mobilizing National Guard to combat coronavirus.
291,false,"Muammar Gaddafi predicted the current coronavirus pandemic, and warned it would be created by the same people who would then sell the Òantidotes.Ó"
292,false,ItalyÕs president was caught on camera crying over and regretting countryÕs coronavirus response.
293,false,Joe Biden tested positive for coronavirus.
295,false,"ThereÕs definitive proof that chloroquine, hydroxychloroquine, are effective against COVID-19."
296,false,Using sauna or aiming a hairdryer at oneÕs nose will kill the coronavirus.
297,false,BelgiumÕs health minister banned sex inside or with 3 or more people.
298,false,Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.
299,false,ÒFish tank additive may treat coronavirus.Ó
300,false,Fox News won Pulitzer for coronavirus coverage.
301,false,ÒWisconsin is the only state where all Republicans voted against protecting its citizens.Ó
302,false,"The Coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase."
303,false,Bill Gates has access to your DNA and ownership in WHO.
304,false,Biden claims that Trump eliminated the White House pandemic office.
305,false,"Donald Trump said about coronavirus, ÒPeople are dying who have never died before.Ó"
306,false,5G technology caused the coronavirus.
307,false,WHO director overstated COVID-19 fatality rate as higher than flu.
308,false,Claim that Òthere is noÓ COVID-19 virus.
309,false,"Says imposters in hazmat suits are going door to door in Stockton, California, saying they are checking residents for fever or COVID-19, but they Òwill enter your home and physically attempt robbery.Ó"
310,false,Walmart is closing hundreds of its stores.
311,false,Breathing air from a hair dryer or a sauna can prevent or cure COVID-19
312,false,Cristiano Ronaldo bought private island to escape coronavirus.
313,false,Trump said Òpeople are dying who have never died beforeÓ.
314,false,Martial law is imminent in United States.
315,false,Obama family flown to private island to escape coronavirus pandemic.
316,false,"A video of US President Donald Trump and a top US pharmaceutical executive speaking at a press conference has been viewed thousands of times in multiple Facebook, Twitter and YouTube posts alongside a claim that it shows them announcing a vaccine for the novel coronavirus, COVID-19, was ÒreadyÓ to be administered."
317,false,"The federal government is Òpreparing to mobilize the national guard,Ó Òdispatch them across the US with militaryÓ and Òannounce a nationwide 1 week quarantine for all citizens.Ó"
318,false,Link takes viewers to application for FEMA assistance in the US.
319,false,For coronavirus cases Òin the U.S. 38% of those hospitalized are under 35.Ó
320,false,Image claims to show dozens of coffins of Italians who have died from COVID-19.
321,false,ÒHuge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.Ó
322,false,These at-home Coronavirus testing kits are real.
323,false,"COVID-19 is no worse than other outbreaks that have occurred in Òevery election year,Ó suggesting that the new coronavirus is being ÒhypedÓ to hurt President Donald Trump."
324,false,"President Donald Trump said, ÒPeople are dying who have never died before.Ó"
325,false,"As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining CanadaÕs alleged response to the outbreak flourished on social media."
326,false,"The coronavirus Òsnuck up on us,Ó adding that it is Òa very unforeseen thing.Ó"
327,false,"If we want to protect ourselves from the coronavirus, we must back away from all the climate change efforts weÕve been making."
329,false,Evidence shows the WHO director-general overstated COVID-19 fatality rate
330,false,5G Technology believed to have caused the coronavirus.
331,false,"2019 coronavirus can live for Òup to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.Ó"
332,false,Trump Is Promising To Send Americans Checks Ð Only After Checking PeopleÕs Social Media History.
333,false,"ÒChina is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and thatÕs why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.Ó"
334,false,5G Technology Believed To Have Caused coronavirus
335,false,Evidence Shows The WHO Director-General Overstated COVID-19 Fatality Rate
336,false,American fast-food chain HardeeÕs is advising truckers to walk up to drive-thrus during coronavirus pandemic.
337,false,U.S. government using the cover of the coronavirus pandemic to remove end-to-end encryption so officials would be able to listen to everyoneÕs calls and see everyoneÕs private messages.
338,false,"President Donald Trump tweeted, ÒI ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldnÕt think of offending you with a check if IÕm not your president! #MAGAÓ"
339,false,A dog vaccine can be used against coronavirus in people.
340,false,President TrumpÕs use of data for deaths from swine flu and seasonal flu.
341,false,Did Donald Trump attempt to steal a COVID-19 vaccine from a German company and refuse testing kits from WHO?
342,false,15 minutes in a sauna will kill the coronavirus.
343,false,ÒU.S. deaths since 1/22/20
344,false,"ÒWhile all COVID-19 news has been going on, the U.S. government has been sneakily trying to remove end-to-end encryptionÓ which means Òthe government will be able to see all of your messages and listen to all of your calls.Ó"
345,false,Eating bananas prevents coronavirus.
346,false,Italy has mandated no treatment of all elderly patients for coronavirus.
347,false,Having a beard increases your chances of getting coronavirus.
348,false,All U.S. citizens are entitled to $700 per week to stay at home to avoid spread of coronavirus.
349,false,The WHO coronavirus test Òwas a bad test.Ó
350,false,List comparing diseases with coronavirus.
351,false,ÒPeople are going door to door in Colorado Springs stating they are COVID-19 testing so they can rob people!Ó
353,false,COVID-19 is a scripted narrative to justify closed borders or force residents to remain home.
354,false,U.S. President Donald Trump or presidential candidate Joe Biden referred to the novel coronavirus pandemic as a time when Òpeople are dying that have never died before.Ó
355,false,"In the United States, WIC receivers still only get one type of food during a pandemic."
356,false,Nancy Pelosi tried to secure taxpayer funds for abortion through a coronavirus bill.
357,false,"ÒAll U.S. citizens are entitled to $700 USD per week to stay at home to avoid the spread of COVID-19 novel coronavirus, starting 3/17/20.Ó"
358,false,A flyer offers official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the U.S. state of Oregon.
359,false,"ÒIÕve always known this is a real, this is a pandemic. IÕve felt it was a pandemic long before it was called a pandemic.Ó"
360,false,President Donald Trump in the next 48 to 72 hours will impose a nationwide Òmandatory quarantine.Ó
361,false,Coronavirus Outbreak Prompted Gun And Ammunition Policy Changes At Walmart.
362,false,Tanker train marked with ÒCOVID-19Ó on its side.
363,false,A military Humvee labeled ÒCOVID-19 quarantine teamÓ was on Interstate 696 in Michigan.
364,false,Gargling water with salt or vinegar ÒeliminatesÓ the coronavirus.
365,false,CDC warns people that morel mushroom increases coronavirus risk by 200%.
366,false,"Flu vaccine increases coronavirus risk 36%, says military study."
367,false,The government is closing businesses to stop the spread of coronavirus even though Òthe numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ÉÓ
368,false,President Donald Trump is Òannouncing tomorrow that the U.S. is going into quarantine for the next 14 days.Ó
369,false,Photos show animals returning to clear Venice canals.
370,false,President Donald Trump Òwill evoke (sic) what is called the Stafford actÓ and Òorder a two week mandatory quarantine for the nation.Ó
371,false,"ÒNow, as it stands, our health care system has adequate ventilators, ICU beds, medical professionals.Ó"
372,false,ÒSunlight actually can kill the [novel coronavirus].Ó
373,false,All baby formula providers are shipping formula for free during the coronavirus outbreak.
374,false,Claim that Dr. Anthony FauciÕs statement that the coronavirus death rate is 10 times that of the seasonal flu is Òa claim without any scientific basis.Ó
375,false,No evidence that 5G is being forcibly installed in schools.
376,false,Dallas student celebrating spring break collapses from coronavirus.
377,false,Coronavirus is the least deadly virus.
378,false,Cristiano Ronaldo is turning his hotels into hospitals to fight coronavirus.
380,false,WalMart reducing hours of operation.
381,false,The WHO offered the testing kits that they have available and to give it to us now. We refused them. We did not want to buy them.Ó
382,false,Says businesses will give you free baby formula during the coronavirus outbreak.
383,false,"ÒGeorge Soros owns the WuXi PHARMA LAB located in Wuhan, China, where COVID-19 was developed and conveniently broke out.Ó"
384,false,Did genetic mutations cause the coronavirus to become more dangerous.
385,false,"President Donald Trump Òcut funding to the CDC,Ó Òfired the Pandemic Response Team,Ó Òrefused WHO testsÓ and Òwasted two weeks calling this outbreak a ÔDemocrat hoax.ÕÓ"
386,false,"A meme shows an image of fully stocked shelves of toilet paper, purportedly during the 2009 H1N1 outbreak, above barren shelves during the ongoing COVID-19 pandemic."
387,false,Coronavirus is just Òthe damn flu.Ó
388,false,A video viewed more than 2.4 million times on Facebook urges people to inhale steam to ÒkillÓ the novel coronavirus.
389,false,The novel coronavirus is not new.
390,false,ÒCOVID-19 started because we eat animals.Ó
391,false,"A meme posted offers mixed advice Ñ some true, some false Ñ about coronavirus protection."
393,false,"ÒSo Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.Ó"
394,false,ÒBill Gates told us about the coronavirus in 2015.Ó
395,false,"Says that Òover a 45-minute period that we had the press conferenceÓ on the coronavirus on March 13, 2020, the stock market set Òan all-time record.Ó"
396,false,Curfew issued for Bossier city due to coronavirus.
397,false,CEO Resignations Are Linked To Global Conspiracy.
398,false,Coronavirus is found in crab legs.
399,false,Military on streets of Philadelphia preparing to invoke martial law and bring citizens to FEMA camps.
401,false,A post shows a rail freight tanker with ÒCOVID-19Ó stamped on one side.
402,false,ÒItaly has decided not to treat their elderly for this virus.Ó
403,false,LGBTQ people in the US are demanding to be treated first for coronavirus.
404,false,Says The New York Times exposed the Òreal reason behind coronavirus hype
405,false,The coronavirus scare began after impeachment.
406,false,ÒItÕs actually the safest time to fly.Ó
407,false,Supermarkets are recalling coronavirus-infected toilet paper.
408,false,Man did pass along coronavirus infection at a WalMart in Louisiana.
409,false,In South Florida Òall children and adults must remain in their homesÓ due to coronavirus.
410,false,NYC did implement a citywide quarantine.
411,false,"A post shared more than 165,000 times on Facebook includes a video of a woman turning a baby wipe into a face mask to Òprotect against coronavirus.Ó"
412,false,Drinking Òwater a lot and gargling with warm water and salt or vinegar eliminatesÓ the coronavirus.
413,false,"""President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life."""
414,false,"A misleading chart being spread on Facebook, erroneously dubbing the new coronavirus the Òleast deadly virus.Ó"
415,false,The U.S. presidential election is canceled due to coronavirus.
416,false,Of the Trump administrationÕs European travel restrictions that exempt the U.K.
417,false,Australian hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.
418,false,A former and controversial CIA officer said coronavirus was made in a lab.
419,false,"If you donate blood, Òthey HAVE to test youÓ for coronavirus."
420,false,"ÒDuring the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.Ó"
421,false,"Donald Trump claims Joe Biden Òwas in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings and a 78% approval rating, the highest on record. His was lowest!Ó"
422,false,Says Nancy Pelosi was Òcaught trying to include abortion funding in bill to combat coronavirus.Ó
423,false,"In 2007, ÒThe SimpsonsÓ predicted Tom Hanks would contract coronavirus in 2007."
424,false,ÒThe CDC can detain anyone with a fever indefinitely. Vaccination (is) a way people could get out of detention.Ó
425,false,Says Tom Hanks has a volleyball to keep him company while heÕs quarantined.
426,false,COVID-19 came to the United States in 2019.
427,false,ÒMSNBC actually said on air ÔI hope enough people die from coronavirus that it harms TrumpÕs re-election.ÕÓ
428,false,ÒNYC man drops dead in middle of street Ñ suspected coronavirus!Ó
429,false,The health insurance industry has Òagreed to waive all co-payments for coronavirus treatments.Ó
430,false,Coronavirus found in toilet paper.
431,false,Gargling salt water and vinegar will kill the virus.
432,false,You can monitor yourself for COVID-19 with a breath test.
433,false,Tweet says Daniel Radcliffe has the coronavirus.
434,false,Post says Harvard scientists say the coronavirus is Òspreading so fast that it will infect 70% of humanity this year.Ó
435,false,Every U.S. election year has a disease outbreak.
436,false,"10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi."
438,false,Post says ÒPresident Trump has come into contact with a potential coronavirus sufferer!Ó
439,false,Donating blood in the U.S. can get you a novel coronavirus test.
440,false,Says 80% of novel coronavirus cases are Òmild.Ó
441,false,Post says Òbeing exposed to the sun for two hoursÓ kills the 2019 coronavirus.
442,false,Freshly boiled garlic water is a cure for coronavirus.
443,false,Department of Homeland Security official says illegal border crossings may spread coronavirus.
444,false,A NYC Man With Suspected Coronavirus Drops Dead in the Middle of the Street.
445,false,Hand sanitizer will Òdo nothing for the coronavirus.Ó
446,false,Ò(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?Ó
447,false,ÒCoronavirus Ñ 22. Clintons Ñ 39.Ó
448,false,States are imposing mandatory leave and statewise school closures due to coronavirus.
449,false,"A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection."
450,false,Consuming colloidal silver can prevent or treat novel coronavirus.
451,false,"U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal."
452,false,ÒMore people have died from knowing Hillary (Clinton)Ó than from coronavirus.
453,false,"As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus."
454,false,Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.
455,false,Bloggers say Nancy Pelosi delayed coronavirus funding so ÒDems could campaign on it.Ó
456,false,The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.
457,false,CDC sponsored Facebook post asking for help with ÒescapedÓ coronavirus patient.
458,false,"If the coronavirus gets in your mouth, Òdrinking water or other liquids will wash them down through your esophagus and into the stomach. Once there, your stomach acid will kill all of the virus.Ó"
459,false,ÒAnybody that wants a test (for the coronavirus) can get a test.Ó
460,false,Donating plasma or blood is free testing for the coronavirus.
461,false,Novel coronavirus has a 99.7% survival rate.
462,false,"The coronavirus test costs $3,200."
463,false,Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.
464,false,"President Donald Trump tweeted, ÒCoronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions"
465,false,The coronavirus outbreak is caused by 5G technology.
466,false,Shanghai government officially recommends Vitamin C for COVID-19.
467,false,Officials say coronavirus killed 200 in Iran.
468,false,"ÒMan visited Albany, N.Y., days before dying from coronavirus.Ó"
469,false,TrumpÕs effort to blame Obama for sluggish coronavirus testing.
470,false,"ÒThe State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6.Ó"
471,false,The common cold is the only type of coronavirus.
472,false,The media Òpulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.Ó
473,false,ÒThe Obama administration made a decision on testing that turned out to be very detrimental to what weÕre doingÓ on the coronavirus.
474,false,The Obama administration ÒdidnÕt do anything aboutÓ swine flu.
475,false,"ÒWith regard to the cost, let me be very clear"
476,false,Patents mean deadly diseases and viruses were created or invented in a lab.
477,false,Ads are selling masks protecting against COVID-19.
478,false,Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.
479,false,Video shows President Donald Trump saying COVID-19 is the DemocratsÕ Ònew hoax.Ó
480,false,An image shows Senate Minority Leader Chuck Schumer criticizing President TrumpÕs restrictions on foreign nationals traveling to the U.S. from China.
482,false,The government Ñ or specific states such as Michigan or Florida Ñ has mandated that employers and schools close for two weeks.
483,false,Pope Francis and his two aides have been infected with the new coronavirus
484,false,A bovine vaccine can be used to inoculate people against coronavirus.
485,false,The United States is Òactually screening fewer people (for the coronavirus than other countries) because we donÕt have appropriate testing.Ó
486,false,U.S. Vice President Pence urged people with coronavirus to go to the police.
487,false,U.S. Senator Lindsey Graham says President Trump Òprobably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.Ó
488,false,Post says Òsanitizer will do nothing for the coronavirus.Ó
489,false,"A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isnÕt ÒnewÓ and is evidence of Òhow much the media controls people.Ó"
490,false,Journalist claims a coronavirus patient was murdered.
491,false,ÒCoronavirus hoax
492,false,"Post says two patients at Valley Regional Medical Center in Brownsville, Texas, Òare being looked atÓ for possible coronavirus infections."
493,false,ÒFlorida hospital reports a coronavirus ÔinfestationÕ with multiple confirmed patients.Ó
494,false,Photo shows a man wearing a Ògovernment issued Saint Laurent hazardous materials suit.Ó
495,false,"ÒShands Hospital of Gainesville, Florida, has confirmed its first case of coronavirus.Ó"
496,false,Pope Francis and two aides tested positive for coronavirus.
497,false,Post says no one has died from the coronavirus in the United States.
498,false,The coronavirus is Òsimply the common cold.Ó
499,false,President Barack Obama Òwaited six months to call swine flu an emergency after thousands died.Ó
500,false,A video says the Vatican confirmed Pope Francis and two aides tested positive for coronavirus.
501,false,CDC recommends men shave their beards to be protected against the new coronavirus.
502,false,"14 points of expert advice about coronavirus, including symptoms, prevention and how it spreads."
503,false,Doctors recommend carbon filter face masks to prevent coronavirus spread.
504,false,A Òpoll finds 38% of Americans say they will not drink Corona beer because of the virus.Ó
505,false,ÒEvery election year has a diseaseÓ Ñ SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.
506,false,Election years in the United States coincide with major disease outbreaks.
507,false,"ÒThe coronavirus has made it to Mississippi and the lady that caught it wasnÕt around anybody with it, which means it is airborne. If the wind blows it in your direction, youÕll have it also.Ó"
508,false,Florida man is arrested for robbery using cough as a weapon.
509,false,"ÒÔAkiraÕ is a 1988 movie about an apocalyptic event taking place months before Tokyo 2020 Olympics, showing the WHO advising Japan to postpone the Olympics because of a pandemic risk.Ó"
510,false,"ÒThe blood test for coronavirus costs $3,200.Ó"
511,false,"ÓAmerica has been vaccinating cattle for coronavirus for years, yet the news tells you itÕs new and going to kill you all, so go buy a mask.Ó"
512,false,Lysol products can kill the novel coronavirus.
513,false,"Starting in March, if you travel outside of the United States you wonÕt be allowed back in the country Òdue to high risk of the coronavirus.Ó"
514,false,Hair Weaves And Lace Front Wigs Made In China Likely To Contain coronavirus.
515,false,Cocaine kills the coronavirus.
516,false,ÒHair weave and lace fronts manufactured in China may contain the coronavirus.Ó
517,false,The CDC recommends men shave their beards to protect against coronavirus.
518,false,CDC issued facial hair recommendation for novel coronavirus prevention.
519,false,A post says Òhair weave and lace fronts manufactured in China may contain the coronavirus.Ó
520,false,A post say Òhair weave and lace fronts manufactured in China may contain the coronavirus.Ó
521,false,ÒCoronavirus
522,false,Coronavirus is a bioweapon leaked from a Wuhan lab.
523,false,President Trump claims the virus is under control and testing is available.
524,false,Coronavirus patients are being Òcremated aliveÓ in China.
525,false,"Evidence indicates COVID-19 escaped a Chinese lab that was researching it, causing the outbreak."
526,false,The mortality rate for the flu is Òright aroundÓ that of the new coronavirus
527,false,Radio host Rush Limbaugh compares novel coronavirus to Òthe common cold.Ó
528,false,"ÒThe coronavirus is the common cold, folks.Ó"
529,false,Video says President Donald Trump spawned the ÒWuhan super virus outbreak under code name Ôzyphr.ÕÓ
530,false,Bill Gates wrote a letter saying COVID-19 is teaching humans a lesson.
531,false,Post says Òpeople of color may be immune to the coronavirus because of melanin.Ó
533,false,"20 million Chinese convert to Islam, and coronavirus does not affect Muslims."
534,false,The Simpsons predicted the new coronavirus outbreak.
535,false,A video says Òthe coronavirus was invented and patented in the USA and then planted in China.Ó
536,false,Coronavirus is a biological warfare weapon.
537,false,Studies show the coronavirus was engineered to be a bioweapon.
538,false,The 2008 book ÒEnd of DaysÓ predicted the current coronavirus outbreak.
539,false,20 million Chinese people converted to Islam after it was proven that the coronavirus does not affect Muslims.
540,false,Data shows a massive release of sulfur dioxide gas near Wuhan.
541,false,Popping bubble wrap exposes people to coronavirus.
542,false,Cocaine kills the coronavirus.
543,false,Latest research by Chinese scientists said coronavirus will render most male patients infertile.
544,false,High levels of sulfur dioxide in Wuhan Òmay be a sign of mass cremations of victims of the coronavirus.Ó
545,false,A residential building was set on fire in Wuhan to control spread of coronavirus.
546,false,High-rise buildings have become human incinerators to combat the spread of the coronavirus.
547,false,Silver Solution used on strains of coronavirus Òtotally eliminates it. Kills it. Deactivates it.Ó
548,false,"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C."
549,false,"The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C."
550,false,"Coronavirus cases reported in Rome, Georgia."
551,false,ÒBreaking
553,false,The new coronavirus Òcauses sudden death syndrome.Ó
555,false,Vitamin C stops or slows novel coronavirus.
556,false,"The novel coronavirus contains ÒpShuttle-SNÓ sequence, proving laboratory origin."
557,false,Video from China shows people fleeing from coronavirus quarantine.
558,false,ÒThe coronavirus was engineered by scientists in a lab.Ó
559,false,Scientists Òare shocked to discover that weed kills coronavirus.Ó
560,false,ÒYouÕre more likely to die of influenza right nowÓ than the 2019 coronavirus.
561,false,Coronavirus contains ÒHIV insertions.Ó
562,false,"Chlorine dioxide kits sold online under various ÒMMSÓ names Ñ Miracle Mineral Solution, Miracle Mineral Supplement, Master Mineral Solution Ñ will cure the coronavirus."
563,false,The new coronavirus contains HIV ÒinsertionsÓ and shows signs of being created in a lab.
564,false,The new coronavirus can be cured by drinking one bowl of freshly boiled garlic water.
565,false,Bill Gates helped fund a patent for coronavirus.
566,false,Scientists from Australia create the first vaccine for novel coronavirus
567,false,Vitamin C can ÒstopÓ the new coronavirus.
568,false,Scientists claim the Wuhan coronavirus is an HIV-1 engineered Òsuper weapon.Ó
569,false,"ÒWhen using a medical mask, youÕre supposed to wear the white side out when youÕre not sick.Ó"
570,false,The coronavirus is Òa military bio-weapon developed by ChinaÕs Army.Ó
571,false,"Charles Lieber, a Harvard University professor who was arrested, had a connection to the new coronavirus."
572,false,The novel coronavirus is not a new virus.
573,false,The coronavirus isnÕt new because ÒLysol has it listed as one of the viruses it kills.Ó
574,false,"The coronavirus was called a ÒplagueÓ by the WHO; 2.9 million were infected and 950,680 died."
576,false,"ÒCocaine kills coronavirus, scientists are shocked to discover that this drug can fight the virus.Ó"
577,false,Coronavirus hits a 15% fatality rate.
578,false,Romania developed a coronavirus vaccine able to cure white people only.
580,false,Coronavirus is in Des Moines. (Jan. 29)
581,false,"Scripps urgent care in San Diego is on lockdown, two people with the new coronavirus are isolated."
584,false,ÒClorox bottle claimed it could kill (the 2019 coronavirus)É before it was developed.Ó
585,false,Drinking a bleach solution will prevent you from getting the coronavirus.
586,false,KNUST students discover vaccine for coronavirus and cure patient in C™te dÕIvoire.
587,false,ÒBill and Melinda gates Foundation & others predicted up to 65 million deaths via coronavirus Ð in simulation ran 3 months agoÓ
588,false,The coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó
589,false,The coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó
590,false,"10,000 people have died in Wuhan, China."
591,false,"An explosion that occurred in Wuhan, China, is tied to the coronavirus outbreak."
592,false,A ÒChinese spy teamÓ working in a Canadian government lab sent Òpathogens to the Wuhan facilityÓ prior to the coronavirus outbreak.
593,false,China Òstole coronavirus from Canada and weaponized it into a Bioweapon.Ó
594,false,The Chinese Communist Party Òwill finally admit that the real source of the coronavirus is from Ôa lab in WuhanÕ linked to its covert biological weapon programs.Ó
595,false,ÒIn ÔResident EvilÕ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.Ó
596,false,A post says the coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó
597,false,Event 201 Ògave out stuffed souvenir coronavirus toysÓ to ÒcommemorateÓ novel coronavirus outbreak.
598,false,"10,000 people have died in Wuhan, China."
599,false,A post says the coronavirus can be slowed or stopped with the Òimmediate widespread use of high doses of vitamin C.Ó
600,false,A spray could protect against the coronavirus outbreak.
601,false,Authorities have identified that the international chemical-warfare terrorist ÔSamuel Whitcomb HydeÕ is behind the deadly China Ôcoronavirus.ÕÓ
602,false,A tabletop exercise using a model of the current outbreak ÒpredictedÓ 65 million people could die from the coronavirus.
604,false,"ÒThe new fad disease called the ÔcoronavirusÕ is sweeping headlines. Funny enough, there was a patent for the coronavirus was filed in 2015 and granted in 2018.Ó"
605,false,ÒSo let me get this straight about this virus. ItÕs ÔnewÕ yet it was lab created and patented in 2015 (in development since 03Õ).Ó
606,false,A 2015 research article about a lab-made coronavirus referred to the current outbreak.
608,false,ÒSo let me get this straight about this virus. ItÕs ÒnewÓ yet it was lab created and patented in 2015 (in development since 03Õ).Ó
609,false,ÒSo let me get this straight about this virus. ItÕs ÒnewÓ yet it was lab created and patented in 2015 (in development since 03Õ).
610,false,"That the China-centered coronavirus had infected 2.8 million people and killed 112,000."
611,false,Ò[The coronavirus is] ÔnewÕ yet it was lab-created and patented in 2015Ó.
612,false,ÒThereÕs magically already a vaccine available.Ó
613,false,ÒThereÕs magically already a vaccine available.Ó
614,false,"ÒA patent on this ÔnewÕ coronavirus expired on the 22nd (of January), todayÓ."
615,false,ÒThereÕs magically already a vaccine available.Ó
616,false,"Elisa Granato, the first volunteer in the first Europe human trial of a COVID-19 vaccine, has died."
617,false,US President Donald Trump has suggested studying the injection of disinfectant as a COVID-19 treatment.
618,false,The April 22 jump in COVID-19 cases in the United States was related to the election.
619,false,A video posted on Facebook claiming that chloroquine and azithromycin are proven cures of COVID-19
620,false,"Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”"
621,false,A Pentagon study found that people who get the flu vaccine are 36% more likely to get COVID-19.
622,false,?rump said ?undreds?of governors are calling him? we only have 50.?
0,true,Coronavirus Outbreak: Live Updates
1,true,"Screen Time Doesn’t Hurt Kids’ Social Skills, Study Finds"
2,true,Here’s Exactly Where We Are with Vaccines and Treatments for COVID-19
3,true,Here’s What Happens to the Body After Contracting the New Coronavirus
4,true,Why You Should Be Skeptical of Early Results of COVID-19 Drug
5,true,What Your Social Media Posts Say About Your Stress Level Right Now
6,true,Rural America Could Be the Region Hardest Hit by the COVID-19 Outbreak
7,true,Experts Warning: Don’t Use Off-Label Medications for COVID-19 Treatment
8,true,Why Soaking Up the Sun to Treat COVID-19 Isn’t a Bright Idea
9,true,What to Know About a Long Recovery Period After Surviving COVID-19
10,true,"Why Cooking Chicken to 165 Degrees Is Critical for Ensuring Safety, Preventing Illness"
11,true,Why COVID-19 is Hitting Men Harder Than Women
12,true,What to Know About COVID-19 Testing Right Now
13,true,Toddlers to Teens: How to Help Kids Cope with Stress from COVID-19
14,true,Losing Your Sense of Smell May Be an Early Symptom of COVID-19
15,true,1 in 5 Cancer Survivors Stays at Their Job Due to Fears of Losing Health Insurance
16,true,How Donating Your Plasma Can Help Others During the COVID-19 Pandemic
17,true,How Parents Can Help Themselves and Their Children with COVID-19 Stress
18,true,Americans Are Accidentally Poisoning Themselves with Cleaning Supplies
19,true,The Unusual COVID-19 Symptoms You Can Miss
20,true,Want to Help COVID-19 Researchers? You Don’t Have to Leave Your Living Room
21,true,From Protests to Parties: Why Gathering in Groups Is a Terrible Idea Right Now
22,true,FDA Issues Warning About Hydroxychloroquine Over Heart Issues
23,true,COVID-19 Racing Through Nursing Homes: What Families Can Do
24,true,As Many as 50 Percent of People with COVID-19 Aren’t Aware They Have the Virus
25,true,"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies"
26,true,Controversial Studies Find COVID-19 May Be Far More Widespread Than Previously Known
27,true,Risk of Death from COVID-19 Four Times Greater for Those with Diabetes
28,true,How Mild COVID-19 Symptoms Can Quickly Turn Serious
